01-2014,2139,170114.2998,16965.25696,153004.9632,7239271.993,205276.2373
02-2014,2140,170274.3401,16981.21755,153149.0429,7213134.486,204637.1413
03-2014,2140,170434.3803,16997.17814,153293.1225,7252340.746,205276.2373
04-2014,2141,170594.4206,17013.13873,153437.2022,7278478.254,205915.3333
05-2014,2141,170754.4609,17029.09931,153581.2819,7330753.268,207193.5253
06-2014,2141,170914.5011,17045.0599,153725.3616,7304615.761,206554.4293
07-2014,2141,171074.5414,17061.02049,153869.4412,7304354.386,206548.0384
08-2014,2141,171234.5816,17076.98108,154013.5209,7278216.879,205908.9424
09-2014,2141,171394.6219,17092.94166,154157.6006,7275603.128,205845.0328
10-2014,2141,171554.6622,17108.90225,154301.6802,7262534.374,205525.4848
11-2014,2141,171714.7024,17124.86284,154445.7599,7210259.36,204247.2928
12-2014,2141,171874.7427,17140.82343,154733.9193,7235351.367,208056.3049
01-2015,2141,172038.0237,17157.10721,154880.9165,9141811.152,237419.7627
02-2015,2141,172201.3047,17173.39099,155027.9137,9167948.66,238058.8587
03-2015,2141,172364.5857,17189.67477,155174.9109,9194086.167,238697.9547
04-2015,2153,172527.8667,17205.95855,155321.9082,9220223.674,239337.0507
05-2015,2165,172691.1477,17222.24234,155468.9054,9272498.688,240615.2427
06-2015,2169,172854.4287,17238.52612,155615.9026,9220223.674,239337.0507
07-2015,2171,173017.7097,17254.8099,155762.8998,9181017.413,238378.4067
08-2015,2173,173180.9907,17271.09368,155909.8971,9102604.892,236461.1187
09-2015,2173,173344.2717,17287.37747,156056.8943,9099991.141,236397.2091
10-2015,2173,173507.5527,17303.66125,156203.8915,9047716.127,235119.0171
11-2015,2173,173670.8338,17319.94503,156350.8887,9008509.866,234160.3731
12-2015,2173,173834.1148,17336.22881,156497.8859,9672402.547,227385.9555
01-2016,2173,173997.8086,17352.55376,156645.2548,8601983.34,207711.346
02-2016,2173,174161.5023,17368.87871,156792.6236,8575845.833,207072.25
03-2016,2173,174325.1961,17385.20366,156939.9925,8601983.34,207711.346
04-2016,2161,174488.8899,17401.52861,157087.3613,8628120.848,208350.442
05-2016,2141,174652.5837,17417.85356,157234.7302,8680395.862,209628.634
06-2016,2139,174816.2775,17434.17851,157382.099,8628120.848,208350.442
07-2016,2137,174979.9713,17450.50345,157529.4678,8588914.587,207391.798
08-2016,2137,175143.6651,17466.8284,157676.8367,8510502.065,205474.51
09-2016,2137,175307.3589,17483.15335,157824.2055,8471295.805,205410.6004
10-2016,2137,175471.0527,17499.4783,157971.5744,8419020.79,205410.6004
11-2016,2137,175634.7465,17515.80325,158118.9432,8379814.53,204451.9564
12-2016,2137,175798.4403,17532.1282,158266.3121,8824152.151,207903.0748
01-2017,2137,175963.9838,17548.63762,158415.3462,9126288.59,201453.596
02-2017,2137,176129.5273,17565.14704,158564.3803,9100151.083,200814.5
03-2017,2137,176295.0709,17581.65646,158713.4144,9152426.098,202092.692
04-2017,2287,176460.6144,17598.16588,158862.4485,9217769.865,203690.432
05-2017,2467,176626.1579,17614.6753,159011.4826,9270044.88,204968.624
06-2017,2497,176791.7014,17631.18472,159160.5167,9217769.865,203690.432
07-2017,2503,176957.245,17647.69414,159309.5508,9178563.605,202731.788
08-2017,2503,177122.7885,17664.20356,159458.5849,9100151.083,200814.5
09-2017,2503,177288.332,17680.71298,159607.6191,9047876.069,199536.308
10-2017,2503,177453.8756,17697.22241,159756.6532,8995601.055,198258.116
11-2017,2503,177619.4191,17713.73183,159905.6873,8969463.548,197619.02
12-2017,2503,177784.9626,17730.24125,160054.7214,8825707.258,194103.992
01-2018,2503,177952.3768,17746.93722,160205.4396,8466513.59,191760.096
02-2018,2503,178119.791,17763.6332,160356.1578,8440376.083,191121
03-2018,2503,178287.2052,17780.32918,160506.876,8492651.098,192399.192
04-2018,2503,178454.6193,17797.02516,160657.5942,8557994.865,193996.932
05-2018,2503,178622.0335,17813.72113,160808.3124,8610269.88,195275.124
06-2018,2503,178789.4477,17830.41711,160959.0306,8557994.865,193996.932
07-2018,2484,178956.8618,17847.11309,161109.7488,8518788.605,193038.288
08-2018,2446,179124.276,17863.80906,161260.467,8440376.083,191121
09-2018,2389,179291.6902,17880.50504,161411.1851,8388101.069,189842.808
10-2018,2313,179459.1044,17897.20102,161561.9033,8335826.055,188564.616
11-2018,2275,179626.5185,17913.897,161712.6215,8309688.548,187925.52
12-2018,2272,179793.9327,17930.59297,161863.3397,8165932.258,184410.492